Gene Description,Gene Accession Number,39,call,40,call,41,call,42,call,43,call,44,call,45,call,46,call,47,call,48,call,49,call,50,call,51,call,52,call,53,call,54,call,55,call,56,call,57,call,58,call,59,call,60,call,61,call,62,call,63,call,64,call,65,call,66,call,67,call,68,call,69,call,70,call,71,call,72,call
MTH1 MutT (E. coli) human homolog (8-oxo-7;8-dihydroguanosine triphosphatase),D16581_at,1837,P,1245,A,868,P,1493,P,2059,P,1549,P,1223,P,885,P,790,P,2283,P,1920,P,1185,P,842,P,633,P,1249,P,1502,P,644,P,999,P,573,A,1242,M,910,P,510,P,422,P,398,A,822,P,477,A,210,A,423,P,179,A,1067,P,1123,P,849,P,820,P,705,P
HDC Histidine decarboxylase,D16583_at,-999,A,-475,A,-330,A,-248,A,-336,A,-401,A,-94,A,-456,A,-617,A,-884,A,-1125,A,-523,A,-271,A,-608,A,-515,A,-777,A,-259,A,-847,A,-385,A,-723,A,-604,A,-394,A,-552,A,-715,A,-1480,A,-626,A,-260,P,1603,P,-271,A,-206,A,-407,A,-312,A,-593,A,-661,A
HPCA Hippocalcin,D16593_at,502,A,243,A,435,A,13,A,338,A,148,A,-276,A,362,A,113,A,54,A,1273,A,820,A,619,A,357,A,557,A,143,A,374,A,164,A,70,A,2395,P,627,A,164,A,420,A,512,A,801,A,574,A,649,A,386,A,284,A,524,A,25,A,744,A,246,A,162,A
HAL Histidine ammonia-lyase,D16626_at,-265,A,-251,A,-62,A,-116,A,-88,A,-286,A,63,A,-46,A,-96,A,-122,A,-54,P,-70,A,-102,A,102,P,468,P,130,A,-99,A,-79,A,167,P,64,A,48,A,272,A,149,P,57,A,-116,A,-444,A,-121,A,-78,A,-47,A,-111,A,-102,A,-77,A,-5,A,-23,A
EAR-1r,D16815_at,14,A,45,A,28,A,-4,A,-81,A,-226,A,-150,A,37,A,-31,A,96,A,101,A,114,A,22,A,-3,A,-17,A,-40,A,132,A,115,A,110,A,-74,A,-127,A,-117,A,91,A,78,A,-50,A,67,A,163,A,-8,A,8,A,107,M,83,A,66,A,126,A,131,A
GB DEF = Activin beta-A gene; regulatory sequence of 5'upstream region,D17357_at,7,A,-13,A,-187,A,-26,A,79,A,-68,A,-27,A,-1,A,42,A,46,A,148,A,-20,A,100,A,2,A,87,A,49,A,-7,A,64,A,-31,A,80,A,48,A,-31,A,67,A,173,A,-28,A,235,A,21,A,-30,A,69,A,76,A,62,A,63,M,117,A,38,A
MDC protein,D17390_at,-1332,A,-898,A,-497,A,-1041,A,-569,A,-591,A,-1008,A,-727,A,-380,A,-1022,A,-1749,A,-1259,A,-1206,A,-667,A,-1607,A,-812,A,-679,A,-875,A,-605,A,-1122,A,-447,A,-723,A,-1005,A,-1033,A,-1795,A,-1876,A,-733,A,-493,A,-669,A,-1109,A,-606,A,-761,A,-703,A,-734,A
Alpha 4(IV) collagen; C-terminal,D17391_at,-24,A,-49,A,-20,A,-45,A,-64,A,-136,A,-129,A,-50,A,-94,A,-65,A,-78,A,-14,A,-28,A,-81,A,-119,A,-70,A,-124,A,41,A,-55,A,15,A,53,A,-36,A,-106,A,16,A,-108,A,24,A,-153,A,19,A,-24,A,-12,A,-49,A,3,A,-25,A,-89,A
PTS 6-pyruvoyltetrahydropterin synthase,D17400_at,-207,A,-19,A,39,A,87,P,60,A,-5,A,40,A,-34,A,96,M,119,A,9,A,-183,A,124,A,-161,A,24,A,-99,A,-154,A,-208,A,-86,A,-241,A,38,A,-84,A,2,A,-78,A,-143,A,10,A,46,A,82,P,148,P,240,P,304,P,-78,A,209,P,590,P
GB DEF = GULO gene for L-gulono-gamma-lactone oxidase; exon 9;10 and 12,D17461_at,-572,A,136,A,-278,A,-312,A,-216,A,-219,A,0,A,-255,A,-84,A,122,A,-635,A,-1,A,-559,A,12,A,-637,A,-431,A,-142,A,-206,A,-267,A,-327,A,-221,A,-96,A,-550,A,-243,A,-276,A,-504,A,25,A,-104,A,-205,A,-64,A,-354,A,-284,A,-49,A,-367,A
GB DEF = PACAP receptor,D17516_at,388,A,117,A,-37,A,-5,A,40,A,600,A,586,A,369,A,90,A,218,A,136,A,222,A,166,A,6,A,42,A,40,A,134,A,12,A,39,A,-6,A,58,A,109,A,-112,A,-236,A,109,A,206,A,27,A,-19,A,128,A,107,A,7,A,78,A,24,A,33,A
CRARF C4/C2 activating component of Ra-reactive factor,D17525_at,1163,P,389,A,200,A,746,A,531,A,351,A,709,A,96,A,321,A,613,A,1054,A,1199,A,689,A,362,A,765,A,286,A,651,A,563,A,579,A,522,A,338,A,155,A,541,A,20,A,317,A,1390,A,360,A,43,A,508,A,493,A,425,A,-41,A,419,A,761,A
GB DEF = N-acetylglucosaminyltransferase V,D17716_at,523,A,-174,A,225,A,405,A,74,A,272,A,-125,A,278,A,357,A,630,A,1383,A,488,A,428,A,21,A,553,A,528,A,409,A,530,A,359,A,853,A,452,A,404,A,602,A,50,A,596,A,1393,A,236,A,182,A,408,A,210,A,587,A,180,A,454,A,398,A
KIAA0030 gene; partial cds,D21063_at,1945,P,379,A,1742,P,1779,P,819,P,2793,P,1684,P,1064,P,1561,P,1692,P,491,A,99,A,96,A,108,A,-146,A,1968,P,1700,P,1145,P,487,P,772,A,2226,P,1199,P,916,P,166,A,492,M,119,A,304,M,1280,P,189,A,611,P,140,P,239,P,119,A,801,P
XPC Xeroderma pigmentosum; complementation group C,D21089_at,557,A,613,A,515,P,290,A,538,A,619,P,378,A,467,P,439,P,850,P,970,A,915,P,625,A,309,A,904,P,785,P,514,A,834,A,546,M,667,A,620,P,293,A,481,A,681,P,964,M,1653,P,511,A,441,M,534,P,916,P,1168,P,368,A,652,P,502,P
XP-C repair complementing protein (p58/HHR23B),D21090_at,-12,A,200,P,190,P,248,P,69,A,93,A,196,P,67,A,275,P,338,P,165,A,207,P,181,P,114,P,154,P,177,A,79,P,69,A,88,A,-9,P,88,A,123,A,249,P,194,P,261,P,178,P,144,A,226,P,243,M,552,P,302,P,91,A,191,P,219,P
KIAA0031 gene,D21163_at,21,A,13,A,-28,A,-66,M,45,P,-57,A,-121,A,-41,A,258,A,87,A,-96,A,-160,A,189,A,-208,A,158,A,29,A,57,A,108,A,149,A,-61,A,-30,A,39,A,-86,A,-69,A,-16,A,246,P,-234,A,-13,A,-269,A,164,A,230,P,-145,A,30,A,-18,A
Estrogen responsive finger protein,D21205_at,-487,A,-597,A,-363,A,-706,A,-581,A,-216,A,-291,A,-252,A,-525,A,-703,A,-863,A,-526,A,-545,A,-349,A,-613,A,-556,A,-601,A,-571,A,-475,A,-720,A,-414,A,-387,A,-866,A,-405,A,-834,A,-1485,A,-351,A,-234,A,-423,A,-538,A,-508,A,-143,A,-415,A,-591,A
C3G protein,D21239_at,147,A,-215,A,-98,A,-95,A,-247,A,32,A,8,A,118,A,-50,A,-189,A,-300,A,-4,A,-191,A,-166,A,-53,A,34,A,77,A,-56,A,25,A,-37,A,-33,A,168,A,-28,A,-115,A,-223,A,-227,A,-85,A,-102,A,87,A,-47,A,-43,A,0,A,-99,A,-195,A
CDH11 Cadherin 11 (OB-cadherin),D21255_at,-14,A,-27,A,-45,A,6,A,-105,A,-51,A,-111,A,115,P,73,A,36,A,-47,A,-45,A,-54,A,-6,A,-24,A,14,A,-12,A,10,A,-84,A,-86,A,-81,A,-7,A,-80,A,-48,A,-21,A,-116,A,-50,A,-65,A,-19,A,-52,A,-60,A,-44,A,-42,A,-110,A
60S RIBOSOMAL PROTEIN L23,D21260_at,243,P,1424,P,1169,P,1126,P,1235,P,932,P,829,P,1015,P,1084,P,3784,P,1428,P,878,P,1214,P,553,P,1783,P,1647,P,671,P,6715,P,493,P,401,P,1276,P,842,P,645,P,1443,P,1733,P,1203,P,243,P,882,P,780,P,2011,P,2153,P,637,P,366,P,618,P
SM22-ALPHA HOMOLOG,D21261_at,5305,P,6652,P,5017,P,5790,P,1913,P,1885,P,4853,P,2994,P,4284,P,3303,P,12104,P,15392,P,12832,P,18941,P,17159,P,6327,P,5522,P,4830,P,5102,P,8052,P,4478,P,3050,P,16342,P,6813,P,12113,P,13164,P,7440,P,5270,P,8431,P,11461,P,7875,P,5873,P,5244,P,6221,P
KIAA0035 gene; partial cds,D21262_at,57,A,58,A,327,P,125,P,-14,A,103,P,47,M,210,P,231,P,246,P,223,P,66,A,-66,A,10,A,100,P,-24,A,177,P,36,M,31,P,-43,A,20,A,103,A,43,P,2,A,79,M,-13,A,-80,A,410,P,138,P,506,P,811,P,187,P,-5,A,166,P
SYNAPTOSOMAL ASSOCIATED PROTEIN 25,D21267_at,132,P,16,A,-76,A,-44,A,21,A,-51,A,-202,A,1,A,107,A,48,A,160,A,42,A,14,A,-44,A,31,A,-43,A,-7,A,41,A,23,A,12,A,94,A,9,A,97,A,6,A,46,A,111,A,-2,A,-30,A,76,A,-30,A,80,A,-23,A,18,A,109,A
COL4A6 Collagen; type IV; alpha 6,D21337_at,130,A,-35,A,67,A,31,A,67,A,-57,A,-77,A,4,A,86,A,9,A,-38,A,-1,A,2,A,-56,A,137,A,-95,A,2,A,-113,A,-19,A,120,A,76,A,39,A,158,A,-85,A,-22,A,18,A,-30,A,63,A,54,A,82,A,88,A,-100,A,144,A,86,A
KIAA0028 gene; partial cds,D21851_at,140,A,117,P,100,M,62,P,84,A,96,A,150,P,96,P,128,A,156,P,196,M,157,M,199,A,90,M,44,A,106,A,172,P,100,P,31,A,253,M,200,P,155,P,201,P,90,A,127,A,176,A,191,A,8,A,83,P,132,P,119,P,51,A,90,P,90,A
KIAA0029 gene; partial cds,D21852_at,412,A,426,P,541,P,416,P,401,P,489,P,403,P,340,P,468,P,685,P,708,P,396,P,321,P,202,P,234,P,578,P,267,P,445,P,94,A,129,A,175,P,206,P,400,P,440,P,269,P,539,P,275,P,362,P,344,P,859,P,548,P,448,P,399,P,315,P
EUKARYOTIC INITIATION FACTOR 4A-LIKE NUK-34,D21853_at,398,P,588,P,1158,P,1356,P,627,P,720,P,1277,P,1205,P,878,P,1514,P,1158,P,527,P,390,P,799,P,817,P,742,P,776,P,164,P,385,P,615,P,460,P,585,P,663,P,822,P,1386,P,515,A,937,P,721,P,276,P,1501,P,1168,P,945,P,333,P,365,P
BST-1,D21878_at,-101,A,-130,A,-118,A,-143,A,100,A,-103,A,-100,A,-18,A,-111,A,-76,A,-336,A,-245,A,-96,A,16,P,-199,A,32,A,-94,A,-157,A,-39,A,185,A,-88,A,55,M,-71,A,46,A,-36,A,-252,A,-204,A,-76,A,-100,A,-92,A,-88,A,-29,A,-102,A,-121,A
RPL4 Ribosomal protein L4,D23660_at,11541,P,12003,P,20619,P,12489,P,14193,P,17933,P,18328,P,13896,P,14407,P,15324,P,12658,P,16902,P,12627,P,11209,P,11094,P,22141,P,14007,P,13312,P,14880,P,11520,P,7943,P,15775,P,14335,P,9793,P,16499,P,7902,P,13046,P,16150,P,12094,P,17739,P,16880,P,15569,P,16458,P,13370,P
UBL1 Ubiquitin-like protein,D23662_at,1897,P,1285,P,1546,P,1479,P,983,P,1848,P,1520,P,1439,P,1891,P,3997,P,1893,P,1253,P,1154,P,2732,P,1141,P,1675,P,1550,P,1174,P,630,P,1193,P,1230,P,1437,P,866,P,1765,P,2065,P,897,A,1446,P,1217,P,611,P,1958,P,2420,P,983,P,1220,P,1606,P
mRNA; clone HH109 (screened by the monoclonal antibody of insulin receptor substrate-1 (IRS-1)),D23673_at,2819,P,2037,P,2426,P,2188,P,1906,P,2867,P,1800,P,3487,P,1723,P,6308,P,3391,P,1012,P,1482,P,1048,P,2239,P,1706,P,1632,P,2518,P,959,P,1832,P,2554,P,1037,P,2041,P,1566,P,2088,P,2824,P,1652,P,1004,P,802,P,2067,P,4377,P,1598,P,1715,P,2182,P
KIAA0032 gene,D25215_at,-38,A,-67,A,142,A,-136,A,38,M,-93,A,-31,A,5,A,-60,A,110,A,-88,A,-37,P,8,A,-20,A,61,A,-81,A,-94,A,-87,A,-47,A,12,A,-50,A,-39,A,-75,A,-23,A,-123,A,-384,A,-133,A,-26,A,-13,A,-145,A,9,M,-20,A,-33,P,-27,A
KIAA0014 gene,D25216_at,1573,P,650,A,782,P,973,A,1048,P,812,A,1469,P,1074,M,760,M,1027,P,1953,P,1738,P,1562,A,1333,A,1583,A,1122,P,1722,P,1583,P,929,A,1326,A,777,P,634,P,596,A,1434,P,1212,P,2141,P,1439,P,617,A,679,P,986,P,943,P,1228,A,1436,P,830,P
KIAA0027 gene; partial cds,D25217_at,799,A,626,A,846,P,363,A,492,A,-60,A,501,A,50,A,479,A,392,A,-106,A,694,P,1210,P,329,A,865,A,1173,A,948,P,718,A,636,P,899,P,310,A,1511,P,400,A,419,A,668,A,1290,P,462,A,702,P,265,M,489,P,328,M,20,A,198,A,230,A
KIAA0112 gene; partial cds,D25218_at,330,A,99,P,538,P,152,A,269,P,391,A,453,A,479,P,447,A,449,A,527,P,306,A,172,A,212,A,441,A,250,A,524,P,159,A,198,P,312,A,147,A,404,P,134,A,417,A,590,P,403,A,397,A,302,A,283,A,251,M,731,P,371,A,367,P,397,P
Randomly sequenced mRNA,D25248_at,482,A,288,P,136,A,236,P,182,A,210,A,212,A,86,A,172,A,330,A,749,A,279,A,269,A,205,A,468,A,417,A,424,A,203,A,290,A,655,A,228,P,266,A,197,A,333,A,502,M,661,A,265,A,102,A,238,P,222,A,328,A,29,A,285,P,423,A
Randomly sequenced mRNA,D25274_at,323,A,406,P,1482,P,450,P,733,P,960,P,987,P,207,P,1491,P,1554,P,434,P,749,P,830,P,860,P,1400,P,3903,P,599,P,290,P,245,P,547,P,310,P,434,P,964,P,641,P,1870,P,-92,P,605,P,497,P,877,P,1547,P,648,P,211,P,460,P,1266,P
KIAA0036 gene,D25278_at,668,P,576,M,377,P,374,P,271,A,179,A,419,A,399,P,573,P,538,P,594,P,369,A,446,A,321,M,573,A,236,A,394,A,427,M,284,A,469,A,124,A,123,A,505,A,551,A,526,A,1309,P,308,A,286,A,346,P,425,P,411,P,108,A,313,M,438,A
Integrin alpha subunit,D25303_at,181,A,499,A,97,A,167,A,221,A,-94,A,-128,A,-54,A,296,A,99,A,384,A,236,A,-12,A,-5,A,359,A,73,A,-24,A,2,A,-25,A,395,A,63,A,314,A,457,A,39,A,321,A,-94,A,247,A,119,A,218,A,180,A,228,A,83,A,250,A,174,A
PFKP Phosphofructokinase; platelet,D25328_at,-207,A,671,P,574,P,-94,A,-40,A,44,A,104,A,157,P,182,A,-286,A,-129,A,144,A,84,A,150,A,-286,A,631,P,329,A,25,A,39,A,-6,A,241,P,-123,A,227,M,-32,A,106,A,596,A,219,A,67,A,62,A,1072,P,423,P,20,A,69,A,191,A
KIAA0037 gene,D25538_at,-79,A,174,P,450,P,208,P,242,P,-34,A,157,P,316,P,214,P,421,P,151,P,149,P,144,P,237,P,285,P,221,P,149,P,234,P,86,A,275,P,274,P,7,A,62,M,1114,P,675,P,1325,P,27,A,167,P,282,P,959,P,498,P,136,P,142,P,101,P
KIAA0040 gene,D25539_at,50,A,-10,A,1,A,11,A,329,A,-118,A,108,A,-72,A,-2,A,75,A,180,A,16,A,498,A,227,A,325,A,438,A,109,A,146,A,-33,A,522,A,223,A,104,A,78,A,370,A,72,A,173,A,316,A,32,A,189,A,60,A,-10,A,78,A,59,A,27,A
PIMT isozyme I,D25547_at,627,P,522,A,43,A,622,A,456,A,-29,A,370,A,41,A,340,A,812,P,1010,P,639,A,472,A,782,P,693,P,584,A,334,A,254,A,29,A,522,A,142,A,206,A,483,P,836,P,197,P,710,A,294,A,236,P,540,P,522,A,354,P,80,P,347,P,258,P
KIAA0039 gene; partial cds,D26018_at,-70,A,-60,A,330,P,9,A,19,A,35,A,-4,A,21,A,105,A,231,P,2,A,-52,A,-72,A,-2,A,-105,A,321,P,102,A,15,A,-165,A,-213,A,81,A,-15,A,-123,A,-4,A,67,A,157,A,-30,A,-43,A,12,A,283,A,0,A,-30,A,17,A,-7,A
KIAA0033 gene; partial cds,D26067_at,280,A,172,P,195,A,150,A,247,A,90,A,82,A,197,A,289,P,383,P,330,A,47,A,183,A,4,A,553,P,364,A,199,A,262,A,196,P,-6,A,12,A,103,A,223,A,92,A,290,A,143,A,129,A,167,A,76,A,224,P,327,P,122,P,141,A,155,A
KIAA0038 gene; partial cds,D26068_at,3314,P,1950,P,2811,P,5350,P,2331,P,2552,P,1902,P,1901,P,3158,P,3943,P,3081,P,3844,P,2910,P,1545,P,5092,P,3106,P,2466,P,2304,P,1521,P,1904,P,2160,P,1896,P,4152,P,2258,P,3494,P,2453,P,2361,P,2964,P,4100,P,4591,P,4165,P,1949,P,4656,P,4824,P
KIAA0041 gene; partial cds,D26069_at,202,A,162,P,173,A,165,A,242,P,167,P,138,P,41,A,275,M,659,P,341,P,113,P,259,P,142,P,373,P,339,M,122,P,378,P,108,A,278,P,223,A,171,P,236,P,229,P,477,P,387,P,95,A,69,P,181,P,235,P,341,P,92,A,234,P,267,P
RNS1 Ribonuclease A (pancreatic),D26129_at,-21,A,-20,A,-156,A,-67,A,-84,A,1,A,75,A,-93,A,65,A,73,A,-309,A,-107,A,203,P,19,A,-62,A,6559,P,72,M,64,A,-31,A,392,A,-99,A,34,A,-192,A,-67,A,-185,A,322,A,54,A,719,P,-20,A,-87,A,-15,A,-13,A,53,A,163,A
DAGK3 Diacylglycerol kinase; gamma (90kD),D26135_at,-212,A,-221,A,-147,A,-110,A,-209,A,-211,A,-182,A,-144,A,-98,A,-264,A,-507,A,-375,A,-211,A,-237,A,-374,A,-439,A,-52,A,-100,A,-172,A,-231,A,-116,A,-228,A,-257,A,-245,A,-431,A,-563,A,-181,A,-160,A,-145,A,-128,A,-244,A,-173,A,-158,A,-186,A
NADPH-flavin reductase,D26308_at,456,A,513,A,677,A,4844,P,5266,P,386,A,376,A,703,P,945,P,1295,A,904,A,933,A,1084,A,1545,P,1030,A,1343,M,978,A,715,A,544,A,1845,M,823,A,691,A,821,A,1313,P,2561,A,1702,A,501,A,2827,P,370,A,1126,A,970,A,761,A,619,A,477,A
Type 2 inositol 1;4;5-trisphosphate receptor,D26350_at,-98,A,-20,A,-15,A,-74,A,48,A,-223,A,-184,A,-5,A,-77,A,-24,A,-266,A,-37,A,154,A,-42,A,-91,A,1,A,17,A,-133,A,-55,A,-89,A,-104,A,-57,A,-162,A,-97,A,-144,A,-65,A,-95,A,-52,A,-34,A,-55,A,-106,A,-58,A,-38,A,-39,A
KIAA0042 gene,D26361_at,181,A,115,A,244,P,206,P,120,A,203,P,156,A,127,P,268,M,217,P,190,A,78,P,126,A,67,A,168,A,177,P,262,P,74,A,37,A,43,A,122,A,118,A,238,P,206,P,167,P,116,A,64,A,134,A,74,A,133,P,96,A,60,A,77,P,115,A
KIAA0043 gene,D26362_at,313,A,582,P,756,P,818,P,374,P,804,P,535,P,915,P,617,P,654,P,968,P,788,P,414,P,327,P,1030,P,668,P,479,P,646,P,436,P,664,P,584,P,528,P,424,P,676,P,823,P,523,A,353,A,293,P,482,P,918,P,660,P,354,M,690,P,547,P
EXCITATORY AMINO ACID TRANSPORTER 1,D26443_at,-12,A,26,A,21,A,8,A,-31,A,-105,A,-65,A,17,A,170,M,-2,A,22,A,-63,A,-44,A,30,A,7,A,176,P,87,A,-100,A,-78,A,64,A,-2,A,74,A,34,A,-20,A,53,A,252,M,30,A,-39,A,-54,A,-10,A,2,A,-32,A,0,A,-1,A
GB DEF = RNA helicase,D26528_at,193,A,172,A,56,A,-2,A,45,A,56,A,184,A,5,A,189,A,100,A,112,P,238,P,112,A,56,A,220,P,197,A,107,A,79,A,60,A,197,A,134,M,104,A,75,A,245,P,154,P,257,A,175,P,89,A,65,A,78,A,82,A,143,A,95,A,61,A
ORF for L1 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,D26561_cds1_at,-70,A,43,A,-23,A,20,A,-14,A,38,A,47,A,-17,A,54,A,27,A,-35,A,-25,A,12,A,26,A,19,A,-85,A,-37,A,48,A,55,A,68,A,0,A,142,P,-32,A,-16,A,30,A,-100,A,-2,A,-17,A,16,A,9,A,33,P,0,A,44,A,75,P
ORF for E6 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,D26561_cds2_at,144,A,23,A,90,A,2,A,60,A,35,A,25,P,-28,A,126,A,111,A,96,A,-12,A,54,A,98,A,-20,A,49,A,-2,A,59,A,92,A,49,A,48,A,95,A,17,A,39,A,60,A,170,A,179,A,65,A,-25,A,-39,A,-49,A,95,A,101,A,111,A
ORF for E7 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,D26561_cds3_at,33,A,-27,A,97,A,16,A,31,A,-54,A,-20,A,5,A,56,A,20,A,-29,A,41,A,22,A,-2,A,-11,A,104,P,12,A,144,A,110,P,0,A,7,A,-14,A,-13,A,41,P,-38,A,2,A,54,A,6,A,0,A,-21,A,34,A,18,A,3,A,21,A
Transmembrane protein,D26579_at,318,A,376,A,134,A,233,P,57,A,174,P,386,P,378,P,329,A,276,A,319,A,1137,P,494,P,407,P,579,P,191,A,112,A,355,P,534,P,327,A,386,P,364,A,483,P,1466,P,457,A,1054,P,617,P,258,A,440,P,81,A,634,P,108,A,358,P,306,A
Proteasome subunit HsC10-II,D26598_at,1764,P,1693,P,1936,P,1657,P,1560,P,2769,P,1059,P,1656,P,2399,P,3141,P,2299,P,1224,P,1148,P,3106,P,1518,P,2202,P,1642,P,1272,P,974,P,1344,P,2043,P,1611,P,856,P,2590,P,2654,P,1653,P,1367,P,2286,P,1483,P,2390,P,2282,P,1468,P,849,P,1718,P
Proteasome subunit HsC7-I,D26599_at,1537,P,1856,P,1862,P,1072,P,1197,P,2539,P,1314,P,1182,P,1410,P,2953,P,2265,P,1388,P,1323,P,1763,P,1378,P,1990,P,1452,P,1431,P,933,P,1156,P,981,P,1249,P,1144,P,1459,P,2293,P,1046,P,1486,P,1977,P,1095,P,2368,P,1205,P,1181,P,746,P,997,P
PROTEASOME BETA CHAIN PRECURSOR,D26600_at,1204,P,954,P,1566,P,1578,P,1115,P,1435,P,1792,P,1012,P,1191,P,2029,P,2193,P,1557,P,1393,P,1501,P,1384,P,1215,P,1033,P,911,P,735,P,1088,P,836,P,631,P,769,P,1014,P,2243,P,590,P,995,P,1277,P,842,P,2865,P,1995,P,1830,P,1022,P,1147,P
MOBP Myelin-associated oligodendrocytic basic protein,D28114_at,707,P,439,P,126,A,192,A,149,A,228,A,137,A,129,A,172,M,326,P,642,P,213,P,253,A,172,A,459,A,261,A,162,A,221,A,326,A,460,A,210,A,207,A,325,P,403,P,588,P,607,P,220,A,89,A,207,A,161,A,281,P,131,A,218,P,274,P
DB1,D28118_at,342,P,499,P,399,P,438,P,218,P,246,P,31,A,366,P,111,A,884,P,391,P,331,P,446,P,181,P,1031,P,381,P,309,P,345,P,90,A,120,A,152,A,171,P,147,A,421,P,304,P,292,P,191,P,171,P,451,P,742,P,525,P,247,P,311,P,402,P
Unknown product,D28124_at,586,A,1124,P,535,A,633,A,670,A,504,A,256,A,583,P,930,P,830,A,1148,A,943,A,1035,P,625,M,627,A,874,A,586,A,728,A,389,A,1078,A,704,M,891,P,2195,P,759,A,800,A,1057,A,554,P,349,A,547,A,647,A,333,A,326,A,778,A,434,A
RPS11 Ribosomal protein S11,D28137_at,378,M,638,P,605,P,601,P,454,P,468,P,1658,P,1107,P,1912,P,1838,P,638,P,856,P,790,P,1050,P,97,A,749,P,666,P,594,P,544,P,1159,P,841,P,326,P,364,M,878,P,1581,P,322,A,523,P,167,A,910,P,1536,P,1482,P,293,P,542,P,651,P
GB DEF = Annexin II; 5'UTR (sequence from the 5'cap to the start codon),D28364_at,120,A,207,A,131,P,208,P,0,A,65,A,256,A,132,P,138,A,164,P,179,A,74,A,154,A,83,P,261,P,274,P,97,A,218,P,39,A,191,P,25,A,91,A,374,P,340,P,302,P,54,A,284,P,41,A,87,A,560,P,384,P,63,P,119,A,121,A
GB DEF = ATP synthase B chain; 5'UTR (sequence from the 5'cap to the start codon),D28383_at,284,A,1,A,118,A,170,A,48,A,252,A,114,A,242,A,157,A,345,A,91,A,474,A,189,A,29,A,220,A,257,A,162,A,92,A,23,A,-80,A,-63,A,-6,A,136,A,127,A,175,A,-59,A,99,A,26,A,121,A,420,P,405,P,119,A,313,P,243,A
GB DEF = Esterase D; 5'UTR (sequence from the 5'cap to the start codon),D28416_at,1612,A,1522,A,1205,P,1715,P,1576,P,2210,P,1262,A,1524,P,1494,P,1751,A,2300,A,1823,P,1886,A,559,A,1664,P,1128,A,978,A,1609,P,666,A,868,A,1034,P,328,M,1543,A,1209,A,1147,P,2223,A,1233,A,1058,P,1054,A,3612,P,2193,P,914,P,1121,A,1349,P
GB DEF = Pre-mRNA splicing factor SRp20; 5'UTR (sequence from the 5'cap to the start codon),D28423_at,2575,P,401,P,1617,P,3249,P,1240,P,2898,P,2759,P,3437,P,1307,P,2547,P,1344,P,978,P,756,P,-5,A,1015,P,1152,P,833,P,890,P,609,P,485,P,1110,P,374,P,1072,P,433,P,668,P,-35,A,514,P,1825,P,1554,P,3237,P,4919,P,1150,P,1521,P,1389,P
KIAA0045 gene,D28476_at,475,A,553,A,258,P,847,P,600,P,487,P,482,P,472,P,869,P,2165,P,716,A,736,P,742,A,385,A,933,A,1373,P,332,A,512,A,422,P,213,A,488,A,413,P,687,A,729,A,1016,P,1504,A,292,A,199,A,758,P,1412,P,990,P,382,P,463,P,589,A
Scr3 mRNA for RNA binding protein SCR3,D28483_at,202,A,11,A,93,A,215,A,86,A,38,A,108,A,151,A,123,A,178,A,558,A,73,A,343,A,36,A,438,A,409,A,134,A,218,A,108,A,268,A,162,A,101,A,125,A,145,A,176,A,338,A,148,A,49,A,216,A,66,A,151,A,18,A,177,A,257,M
Renal Na+-dependent phosphate cotransporter,D28532_at,118,A,289,A,68,A,128,A,74,A,8,A,29,A,70,A,229,A,125,A,129,A,160,A,351,A,152,A,242,A,57,A,-39,A,133,A,100,A,488,A,71,A,222,A,127,A,252,A,294,A,485,A,197,A,76,A,69,A,42,A,267,A,44,A,50,A,167,A
SP2 Sp2 transcription factor,D28588_at,369,A,276,M,306,P,438,P,177,A,102,A,63,A,242,P,334,P,377,P,497,A,411,P,337,P,52,A,701,P,477,P,254,A,352,A,249,P,126,A,259,P,218,P,435,A,326,P,413,M,515,P,252,P,154,A,399,P,365,P,402,P,35,A,282,A,337,P
GB DEF = mRNA (KIAA00167); partial sequence,D28589_at,9,A,298,A,605,P,197,A,98,A,160,A,48,A,532,P,369,P,504,P,-168,A,207,A,301,A,60,A,159,A,261,A,566,P,226,A,23,A,-364,A,119,A,312,P,52,P,-122,A,363,A,-140,A,-186,A,634,P,-31,A,1029,P,726,P,465,P,268,P,451,P
Hepatitis C-associated microtubular aggregate protein p44,D28915_at,429,P,445,P,206,P,365,P,269,P,180,P,189,P,492,P,1134,P,553,P,601,P,303,P,325,P,147,P,762,P,227,A,232,P,368,P,196,A,612,P,381,P,266,P,491,P,901,P,618,P,1152,P,334,P,384,A,974,P,369,P,960,P,171,A,664,P,449,P
PSMB6 Proteasome (prosome; macropain) subunit; beta type; 6,D29012_at,2317,P,2602,P,1421,P,1388,P,1740,P,2146,P,1122,P,2015,P,1178,P,3438,P,2153,P,2009,P,1552,P,1214,P,2128,P,1711,P,1765,P,1320,P,1077,P,1322,P,2292,P,1245,P,1280,P,1299,P,1915,P,1211,P,1527,P,1290,P,1449,P,2406,P,2683,P,1655,P,1592,P,1115,P
POLB DNA polymerase beta subunit,D29013_at,765,P,499,A,350,M,335,A,322,A,495,P,417,A,434,P,397,A,760,P,720,A,438,A,362,P,233,A,855,A,584,P,319,A,478,A,251,A,605,A,388,A,252,A,561,P,403,A,774,P,1046,A,388,P,334,A,437,P,470,P,888,P,392,P,521,P,527,P
